mint,disc_6h,disc_24h,surv_24h,disc_accel,regime_scans_24h,pre_bars,pre_res_s,r_5m,r_15m,r_30m,r_60m,range_30m,vol_accel,above_first
EjMVpNNhbd8HHwN1qnGHQVMZFxywXahn8qZuCx3T9m6b,180,840,72,0.2727272727272727,14,6,900,nan,0.707677591854458,0.5206005300281433,8.843886085754551,0.46313348827641226,0.18822593510146687,13.277733208434519
6xspxZawBsq5yaL9gcfg9jSD9CRY9z7A8DySyMpjpump,180,840,72,0.2727272727272727,14,,,,,,,,,
3uLNzUmiqAgSbZzg7UZAzV9HKV7ip98uvg41jP1ypump,180,840,70,0.2727272727272727,14,,,,,,,,,
Gc6tTHepUyKTKQN7oLTsMTeRPwz4D3FTTGwXyWMNpump,180,840,70,0.2727272727272727,14,,,,,,,,,
8dv2dVsBKrh4zpureLv7rn9DHycFf6GxRxdr3EG3pump,180,840,67,0.2727272727272727,14,13,900,nan,0.2714418404091792,-0.20307017984998488,-0.14467040466294268,0.6993864157766208,0.29344443289546723,0.2603437225167209
4BCy5qPSToL2XFHwyivSVieKKM9Lh959hZAiuPDEpump,180,840,61,0.2727272727272727,14,,,,,,,,,
3Hfbhg84nsUtzrTPTu8SpnhzFcDpAsvXv1cEyX4opump,180,840,58,0.2727272727272727,14,,,,,,,,,
AnimeXV38KBcwkdf8sQ3XES9pW6BiyCQPLUHvCrpTXgi,180,840,58,0.2727272727272727,14,10,900,nan,0.2638731634978486,-0.05316433545736965,-0.4131761130184126,0.3585475831719378,0.24054066946967553,2.9128149618847354
FAijGiVUkZQgK1gEyMyGXxqQo9QJwd5CRJxRBBkfpump,240,840,55,0.4,14,5,3600,nan,nan,nan,0.18819706817345438,0.44469061680612104,1.0557936578333833,0.924693197623595
GqeNPKmi8P5f6rE9N2nSCYRdDC24goppQ2v7Up2gpump,237,837,51,0.395,14,,,,,,,,,
6M48b3EVgTL2HmqkvLvMvfPGesN6YHdSc61cVixNpump,237,837,51,0.395,14,,,,,,,,,
AYJ1tYQZZJ1gmZhURYuXLwG9bygUcgBnYPzriLpxpump,237,837,51,0.395,14,6,3600,nan,nan,nan,1.7174294711148157,0.6955501979356322,1.3067014610160061,41.35228777500296
Fzf9vJs3385BnKvp9PgHX2iWZf9CzSoWLTnZBYf2pump,234,834,52,0.39,14,5,900,nan,-0.21226736304951288,0.11655231011337408,-0.08455550064460016,0.7765085067434565,0.21063161092765656,1.262918285679767
D5rxbQeHRQ7GtHzg7APh44wt15g3FKFXhvyCCuFMpump,234,834,52,0.39,14,,,,,,,,,
HpkuvFhxD3xAnBwbC2EZQvr8VDCoRRZ3AWnupLVhpump,234,834,52,0.39,14,6,900,nan,0.39264342820274956,0.41920632021554227,2.5107295747871223,0.5644083660078539,0.3173040287843918,11.346650361736389
AUKhSigQGLbRWJg2mGP1j5Yk2qSpeVQy8QrewyaDpump,234,834,52,0.39,14,,,,,,,,,
GZEs9V467mznpgddszzDU13P6NTFwws9Em1u6TV9pump,234,834,52,0.39,14,5,900,nan,-0.06689975577140894,-0.21184506066102649,-0.14753286837524404,0.4691303030689817,0.07822128669783951,-0.2434989815604408
FxQCUFpYPWLbpdn6DvPW7uRmWvVwTmTu8XgpvJp8pump,294,834,49,0.5444444444444444,14,,,,,,,,,
WUbc4PcHxraU3NJqyygjM2YaTpSDaXirV3U8TtZpump,294,834,48,0.5444444444444444,14,6,900,nan,-0.616076977863812,-0.7147113554031411,-0.7790270134388274,2.9714932233983027,0.10594613045345024,-0.2866816706340535
5NHPWfmaUi19A5sjR3rCx1X2HuGYrasoTF9RmxCspump,294,834,49,0.5444444444444444,14,,,,,,,,,
8Byg9wi43TNzgJpYta6UXxPz3LPe8v6ZwvmWWoWQpump,297,774,46,0.6226415094339622,13,,,,,,,,,
9Uh4Mfn57L6JSg4H3ZzmZsi6wbz6ugeaNZmA1Duepump,297,774,46,0.6226415094339622,13,,,,,,,,,
BsZKqtJdNoQsQCdKg9zNVaFjjPadDgtiYoo7buwnpump,180,774,48,0.30303030303030304,13,6,900,nan,0.17560571173791417,0.218855421089879,0.589614847893208,0.3494346498342158,0.2553341218260579,1.6699419398030626
35uNEwccwXPdwcGN5Ez1D1Uh6prm2VoZUU4AtLoipump,180,774,48,0.30303030303030304,13,,,,,,,,,
3XEe11RMNqNTka33ik2yEmr3siUWmFQWSESP9Ejepump,180,774,48,0.30303030303030304,13,8,3600,nan,nan,nan,0.1599483711647589,0.47330964776751194,0.39856443789159884,3.742401613235935
Eu3wxLxv1NHF432e3bYCdurGHUgJGCC3KH7YdiJCpump,180,774,48,0.30303030303030304,13,29,900,nan,0.02387809121753537,0.11374145166407246,0.24633405755257698,0.2623415108093078,0.528191128328414,4.407039038697361
CQtZ7eg9RpDXphZGGrmVeT2LwH7ubzLi3jvkBRDfpump,180,774,48,0.30303030303030304,13,,,,,,,,,
2snh8r1t9WRaVBTQt11ionr3kfvpdBNRABvd4cd9pump,120,774,49,0.1834862385321101,13,,,,,,,,,
Cj3QhqdtLLLGv7ze7viyhwgrDoHMWL2K26724R1fpump,120,774,49,0.1834862385321101,13,,,,,,,,,
7h2S67waWYhdmpGZzdiUFNKhmMfHShwG5vZ3PYHvpump,180,774,52,0.30303030303030304,13,,,,,,,,,
EPRrmBQojQLNxKjULjkB2fHv34kAfgVK8JLQ7gRCpump,180,774,52,0.30303030303030304,13,11,900,nan,0.10851714206118324,-0.1453529471515077,0.26727935026565564,0.44528193880792477,0.4648914486207657,5.776851512635791
3Q1uv5ACS22sda2QGhnzKd5kRfsjh8vxYnFRfCggpump,180,774,52,0.30303030303030304,13,,,,,,,,,
7cok2xaMZTzbae7ETiFC3n9GeFT1kCPeNnwLxsRRpump,180,774,52,0.30303030303030304,13,5,900,nan,0.22417353973785104,0.21803924321162227,4.4554412654410385,0.6599571358368951,0.1795745260358987,10.12722319803781
H8BwuDEmACKBZTNYoYuE3ysrcKkaL1bEiQ4gNSV6pump,180,774,52,0.30303030303030304,13,5,3600,nan,nan,nan,0.35776699622897623,1.2010309161454762,1.5445985616464946,5.625561108667804
AGbfomctz1Pe9fzNuppVZ6jQrjZecRujyx6qt7egpump,180,774,53,0.30303030303030304,13,,,,,,,,,
7dyG3fnerSLDt8Erp6HpSPuTFkP3uDEPxne3NgsRpump,180,774,58,0.30303030303030304,13,,,,,,,,,
EAQRe1zCu8TaBSZkWkjY4SCAmdGAm9uLvLmrWEnQpump,180,774,58,0.30303030303030304,13,,,,,,,,,
9KwJRmYRCCFdPSdkSxeW58tC9kfi6bio1ShjfoW7pump,180,774,58,0.30303030303030304,13,,,,,,,,,
25MRiib4BQYintSNVMkr7LQjbJK69zTw8RRJGB6Ypump,180,774,58,0.30303030303030304,13,,,,,,,,,
BYqsBimYUWhfAAsTupaBHEztVH3RdD5fZg39pSwopump,180,774,61,0.30303030303030304,13,,,,,,,,,
2UyrTw7QggTUuuqwZ9ipGoCsYP67GPVprNTUN7aapump,180,774,61,0.30303030303030304,13,,,,,,,,,
6zW8P7fgtZNTCad1PDc35vkRbo1xbZfQPTMMLFeopump,180,774,61,0.30303030303030304,13,29,900,nan,-0.34331515005978686,-0.20750901339549355,0.3078459642726299,1.3257851048446758,0.26305281811654446,-0.1762007713090451
TLDDDS6EFnxsk44bqcTHnHYVaxmq4HjEBsxDNvmpump,180,774,61,0.30303030303030304,13,,,,,,,,,
CcYp2Y8KNVWYqdTT32mu5LdVeJkBR5cyUAvEnFC3pump,180,774,61,0.30303030303030304,13,6,900,nan,0.7434079701426679,0.9037211381476633,2.003157817636473,0.551501654417255,0.30408448792568676,6.403875295666573
CFavJDAfxjAc5s7DxLQ3rQyPebU8rJtHBbVSmp5Ypump,240,720,57,0.5,12,7,900,nan,-0.41660678012024066,-0.48092859684642075,0.5260350574582016,1.4607357553166054,0.3701706600862902,0.6267977412208261
5rQeb2L5W39SZ5RCFhGnfUZEcj83cvud8no84Qyrpump,240,720,57,0.5,12,,,,,,,,,
USoNnf9CY285mwhx12XSmmGuMu16w84v484F71JAMHF,240,720,57,0.5,12,8,900,nan,0.005001666266941207,0.013586117790344243,0.01680959214468203,0.017287714234350573,0.1927942942596136,86.83261249219105
gwiPtzv51Mx3r5ioA8pr11NydtGAQy8jefCbS4zpump,240,720,55,0.5,12,,,,,,,,,
2NSHQefnzYtgNayCbbSPKSJgypi7dUf4QD4MhyvYUvxD,240,720,55,0.5,12,,,,,,,,,
EPQawGHZnfxKdaYQB6FSMStvxXGTfLoXW5znXYJWpump,300,720,57,0.7142857142857143,12,,,,,,,,,
GuyxLMxGjhAQf8wtNVPAMnFxDm7JnXiLQUTgojgPpump,300,720,57,0.7142857142857143,12,5,900,nan,-0.2047419094543308,-0.41563062074394386,1.5550306372999825,1.2495949126841979,0.09650250766337522,2.41179517667569
2ZyEkoCkUdCVTDPSbN51xSAbrKRZKWpjpSXPBpzEpump,297,717,59,0.7071428571428572,12,,,,,,,,,
2S3yzoNGweCeD3fFyp8ZVAVhUKmi2Pok5C7QMsbopump,297,717,59,0.7071428571428572,12,5,900,nan,-0.00040319152905210487,2.342638964526039,-0.00011533892836834703,0.806387847538835,0.11590570208724156,3.8129748362816747
f5TmRASorjbq4x4MrKfxKTDPSBf6LmDrZnMEgadpump,174,774,59,0.29,13,11,900,nan,-0.5227921119542543,0.052712228268414485,-0.2901300449102231,1.9312686365604705,0.4375635859510579,11.562053596614943
HhMq9vuWEntyUXFLv25xG2o3d2m8gJ1jdxtjG2J6pump,180,774,52,0.30303030303030304,13,,,,,,,,,
USoVyFCK2MTnnU4R1K7CLvTC8qoAt2N4EfyDYV13BVB,180,774,52,0.30303030303030304,13,,,,,,,,,
6kDhQghfw5GLUVx6uK6tA5zs9jTwACE17d7ahh6ZVsqu,240,834,50,0.40404040404040403,14,40,3600,nan,nan,nan,-0.10796967885801456,0.28246621906711106,3.149069163162841,1.2693871664634546
7m2TUkpPZCScBhPJnGjWjbh75KkDNnwAdd7i74m8awad,300,834,46,0.5617977528089888,14,120,900,nan,0.0026024893310310215,-0.0010462330421318056,0.02997159691356721,0.014733658794084876,0.2677943694963251,0.1362904237030269
Fc2DPSGeroQoAr2gMVCquzaFJEdNZjZ2cs5oNa3Mpump,300,894,51,0.5050505050505051,15,,,,,,,,,
DCs71htej9jK8aZCQb3sRi4HNEdr2FqWfPDyr5jRpump,300,894,53,0.5050505050505051,15,,,,,,,,,
EbTTe3bJTRbAaTyd2weiW9yD3MEYGLMUpjdsZdF3pump,300,894,53,0.5050505050505051,15,5,900,nan,-0.15015796617914778,0.0019536488522144957,3.16782232318137,0.4104617533169034,0.21000264052571424,4.9792430603129265
3FyrCnHdzQ2xiApdb1jcR7LRtDbXRaRusXXQDy8Ypump,300,954,60,0.45871559633027525,16,,,,,,,,,
F6pMTzKKnV7howYKWUFyRPBkBEhx9kE4x8vT8aq2pump,300,954,60,0.45871559633027525,16,,,,,,,,,
TTFZRVWRs3c9Tqa6MUvQbCr4iEfGdn5XLQ3bkLMiVHH,300,954,60,0.45871559633027525,16,6,900,nan,0.00038287237677003816,0.0015079144017873247,-0.0033933860225590085,0.0015056440194863372,0.004546817524154814,59.62192658654157
DHsR49Z6QWbPHJfukhrkTU1WEvEoXzwsAVqzoLp5pump,360,954,61,0.6060606060606061,16,,,,,,,,,
6oGuFDbEeaSzTcvrmmd2MqfNYwHKXFoN7regcR22pump,360,954,61,0.6060606060606061,16,120,3600,nan,nan,nan,-0.002340377239042679,0.16950401620982522,1.0892180614525768,0.723907217566105
EUgmSRwrsVD2tgsrVHWEH2JMv9C3TqqGsH7inixvpump,360,954,61,0.6060606060606061,16,,,,,,,,,
5FUTTMiN9KqZkPsk4q9Kpp6kmweRKTrJrdhhv5DKpump,360,1014,70,0.5504587155963303,17,52,900,nan,0.07030087935557483,0.20342922292627197,0.15835857149820476,0.1811933982058032,0.23226237016636755,0.34646374014888814
A6mrpBeeNKm743fiNg8Mrz7pj7uGML5rgDjWo4nrpump,360,1014,70,0.5504587155963303,17,83,3600,nan,nan,nan,-0.07178389135329244,0.1560599082889781,0.5519517268103289,10.233626578066941
A1TJ3cWdzwcjZMm9Pcb3E51iNjV5eZE3SpZXUrboMARA,360,1017,70,0.547945205479452,17,,,,,,,,,
8TLxeYnnWpMFiC9npbh7XzyHpLtTYmw6DCuHBJjppump,180,960,72,0.23076923076923078,16,14,900,nan,0.1917406257762586,0.3597160927284224,1.1484931445696729,0.5526487514128673,0.6035248513181126,24.490976091380876
2uER9DLE6qQKhPphmPtb1ZvuuvCRst3atmhC3qjLpump,120,960,76,0.14285714285714285,16,14,3600,nan,nan,nan,-0.06397970984864487,0.12488449699025145,1.1299261319956597,-0.03526001613676033
F4DfnoTDpdv7aRAFEZ6nDBERhAE5UJdy7qBZgCJ1pump,176,956,80,0.22564102564102564,16,,,,,,,,,
BhquHHbrU1wqsnet3x7gdz18Vih7C4EKNqtE1piMpump,176,956,80,0.22564102564102564,16,,,,,,,,,
ABAA3Xisck8rDrno87UZ7PGpGf6af4dwAEZjLNZ3pump,176,956,80,0.22564102564102564,16,11,3600,nan,nan,nan,-0.024121830721990034,0.286877333673841,0.42555145745022294,2.650960839334436
3H5zJjdodECf1ZsB48478GkSjTvcKVWzpsh6NxHupump,176,956,80,0.22564102564102564,16,8,900,nan,-0.19796708022898646,-0.3526274753367049,0.12807300897982055,0.8655134125634949,0.25613473278240834,4.209161187447941
EYdmRYsNYMJMvGndM1JJghmtkKBw2JZzX1gkReRopump,176,956,85,0.22564102564102564,16,,,,,,,,,
GqZ3Baz9Z5zmreGJ4GtYzFrCoEnKX6WifyzrCBZJpump,176,956,85,0.22564102564102564,16,,,,,,,,,
6MQPb7xWrowgoyMjekGLvcri5pMEBZYVXEZgXkKGF3hL,236,956,90,0.3277777777777778,16,,,,,,,,,
7MYegHoqDGhWdvrnxeuiAEndgG6qcs1N3W5v6SXspump,236,956,90,0.3277777777777778,16,27,3600,nan,nan,nan,-0.03916907377639589,0.6843275695318994,0.8108800419653517,1.7870205009477793
5xhRaGMf9KE1dDdozKyj4b8Gv52viGWSH5ntdjbpump,236,956,95,0.3277777777777778,16,,,,,,,,,
8hUxdG4ipEzCHUhk1w6Y6djp51ghKn9Bk8GsHxwTpump,236,956,95,0.3277777777777778,16,8,900,nan,-0.05492736699752476,0.575578916250034,1.336648603515597,0.8798409886136825,0.7235274896927961,5.252614603725314
HSGCVT2FWQUtxX5g68WzTPbnmzWPuV8khFe5Hhmspump,300,956,99,0.4573170731707317,16,7,900,nan,-0.1980528180062211,-0.03593920431226583,-0.2767761817759843,0.5512395092042588,0.10249112531190153,5.0833532869359646
8FUQ9cGi32sx4qEn3BffjAzc7QhLnp5ecj5KgP9xpump,300,956,97,0.4573170731707317,16,,,,,,,,,
AbzABfZfMGTdiRur3kYC2j5WihusfDzW9FYno1t5pump,360,956,89,0.6040268456375839,16,,,,,,,,,
DWDL2S4kzf7B3zZ4FeiUo947Ca3QjDFYEH2v2YkXpump,360,956,90,0.6040268456375839,16,,,,,,,,,
F8shSPpvEtZtAp5avEKBvGZRYf8eiKodutFBoUCmonqH,360,956,90,0.6040268456375839,16,,,,,,,,,
EqsLn2XNdSghRJTgZkaK66VPLVqdNiBGvXFAKXzq5Evt,360,956,90,0.6040268456375839,16,6,900,nan,-0.14680646601388236,0.20270477688834498,0.14702698180582718,0.44009347675102195,0.12255221992483178,0.26642602086281664
HsUJxURpAtdYpvppxbwZTBinRnqY7Fpv4sFHD8F9pump,360,956,90,0.6040268456375839,16,,,,,,,,,
AWhYm15w6qpJ7hjAKjY3C3jbd6TThAckNpUsX7iwpump,360,956,88,0.6040268456375839,16,,,,,,,,,
DeNGDha55v7iVaZXMzjA9wZUmFrhhubcpBP5VM4qpump,180,956,87,0.23195876288659795,16,8,3600,nan,nan,nan,0.1381974666786412,0.37088155833587777,1.4622758750020233,4.597255702412881
6kiHB9qU4Yefjf7eovytrBeyebd5ct5hqbFqeqrkpump,180,956,87,0.23195876288659795,16,5,900,nan,-0.5046977481893764,-0.2840851681435297,0.317091214638044,2.3718250803833025,0.41661979214928635,6.222405435319185
DDRbRchi7yLQsKTRWfhorGXaSsFpZPEtY2DiQmJppump,180,956,87,0.23195876288659795,16,,,,,,,,,
zN3jWR1hTQMtLpVANxpTeD7CR3q4z2vfpL5WQBYpump,120,956,85,0.14354066985645933,16,,,,,,,,,
HR99L4BnTEKpr4ii9qm58NAtEmP1Y9cGgX2XUUebpump,120,956,85,0.14354066985645933,16,7,900,nan,0.4661765849922319,-0.39170999617204827,-0.1550972088385566,1.0581080841843402,0.3171115481067477,1.2751467640732197
2tJNy9Ep8bCXWMGSZkFt2r91rKLXbC5vAnTmYi8bpump,120,900,74,0.15384615384615385,15,6,900,nan,0.15733893304644053,0.5330419822820964,2.6937402256754335,0.4246456361817382,0.2677382230711869,12.425505229674165
yPRXjUeAidU5Azc3GL35QbWRyJwznju7yTGmzKTpump,180,840,63,0.2727272727272727,14,102,60,-0.02875351706726237,-0.5067427219112572,-0.7560959258489616,-0.8580414191079855,6.32697117861489,0.07680465615154065,0.07774301035206066
9NCBFpUvWTuAtHbUo4q1ruvrUsuzUtwhRoU7HwrTpump,180,780,56,0.3,13,120,900,nan,-0.00794249094731414,-0.02028953226796526,0.15744764023081337,0.038234297703169086,0.17011371185867716,11.474735190733702
HtK6PtfghpsomyUk5mJA91DGpLAkJkGuMy65XK6gpump,180,780,63,0.3,13,,,,,,,,,
7M8qDF65xMHBVEphDThNfCvea9Q8f1DrMEjuHYuTpump,180,780,63,0.3,13,53,60,-0.014201635720650585,0.26607714355947354,0.3723823353027014,2.470690111947691,0.4739794422278347,0.41591602028296754,2.470690111947691
CLoRXWYHKQm6i2vShBrTgT29J4RRBBgVthvnbK6Dpump,180,780,63,0.3,13,18,900,nan,-0.1712378967796978,-0.27379478905710564,-0.3887141442315054,22.716152619032343,0.5488248439208586,0.47812639739069795
FGv66qXAKiXDFwdRKKU2EQVAYRJkBDU5bdcsxP1fpump,180,780,63,0.3,13,47,60,0.4136511780153669,0.49438099363194343,0.9455710165873081,4.673530588993561,0.8202694160143147,0.4899710297740128,4.673530588993561
6dX5M8DY6VTFtVRX5yzWn9RE4MkJTyoAVbAodk6cpump,180,780,63,0.3,13,,,,,,,,,
8vGr1eX9vfpootWiUPYa5kYoGx9bTuRy2Xc4dNMrpump,180,780,63,0.3,13,120,900,nan,-0.12159206877854678,-0.11764263305524336,-0.05049129198973035,0.1941831664888673,0.5287345948652856,1.3570569541779718
8DoRKBVBzDKqKvXyzjyhKDkmxE2oQxe8Bvsst2zZpump,180,720,65,0.3333333333333333,12,,,,,,,,,
2YxEmTED9G5ZpxwfBHuVzPVQ4TfMYTAjMo5Tx1WApump,180,720,65,0.3333333333333333,12,,,,,,,,,
Gymbmn9wwMKe4NnmVceyyfpncp9arbwPfSdBsyY9pump,300,720,66,0.7142857142857143,12,17,900,nan,-0.22361299965606796,-0.29616190224592,-0.6048860676076735,0.8923794839634568,0.19577630612698044,14.858257559664455
C1quiRbpniMjwABM2d3vT9ijXUTtmTCKTs8uaAy2pump,300,720,66,0.7142857142857143,12,16,60,1.052703417608253,2.279486770150385,3.355064016935751,3.355064016935751,0.8714978125494989,12.787355292172087,3.355064016935751
3spGNmo9SKtiHrUeXAjchoqUBNgGvRBdDpgcH7mSpump,300,720,66,0.7142857142857143,12,,,,,,,,,
2WnQohaMh6Dnn8u2afduvfhyWZk5PJVikCeMC5X9pump,240,720,71,0.5,12,7,900,nan,0.4211396257430704,0.6039990633167194,1.8167148896881358,0.5367590467401216,0.23107203536902657,8.124905742712963
6Hdq7xZUCKoRxXMbzKhL6WMmpbgS1y1FdpU1mzU2pump,240,720,71,0.5,12,,,,,,,,,
6fEaYuzirTMXFnFo7dGKHJs8wWVFPdh1bfZL9oRPpump,240,720,71,0.5,12,7,900,nan,-0.04846997873494241,1.107873695262687,-0.08041954227059644,0.7844452383164218,0.3192606185182589,8.123940913599244
89RAitwPJBEfLK4Gcg5iv7AjFABHWNvoD5rkvRkvpump,120,720,74,0.2,12,17,900,nan,0.22516600496148875,-0.277238837995059,-0.08886466908744217,0.8343493319229364,0.44837525352731433,55.6535348141197
D3MmqB1YgTJZAta8mbWNqw2b4mjDT5KEZ71Q6kcTpump,180,720,78,0.3333333333333333,12,,,,,,,,,
4imK9oUJPrf9ktMUqXCZDSfqm9uagX1BpRaeWWnhpump,180,720,79,0.3333333333333333,12,,,,,,,,,
AZq7qpBH9ybTe45ydz9bQmmaTBU46r5pRPsibNJipump,180,720,74,0.3333333333333333,12,,,,,,,,,
6CpVLDKyWcEeJ7Ypvghc645Mg2TjbuABztqXqK5Jpump,180,780,79,0.3,13,120,60,-0.3237205836300413,-0.5724475616241402,-0.5080410887273634,-0.5893985442471212,1.4487985121518152,0.3132381440226914,-0.657888644124013
25g5Ay42aip4BZN8KWWA79jiY2VYykuMg4qdBDsapump,240,780,72,0.4444444444444444,13,,,,,,,,,
EhhhiNyiomwdTjHiGrLTtxvHcNg4Vh9gNX4TUFvWpump,239,779,71,0.4425925925925926,13,9,900,nan,0.4877046905271005,0.7967851008006743,1.338542409654083,0.8958951740119525,0.5176023206584451,0.4647422852003422
7WmG1z9ysDhAWY7vCGkbhAG3zCaVUzzZrEAUj1hjpump,239,779,71,0.4425925925925926,13,5,900,nan,0.22021094746957992,0.4728579934192989,0.2957651805977577,0.41870654848043665,0.3691082528328828,0.3385904461279441
zh1t3y7gr9dxoW46qo7grVTaHaLrvGDvQMRu1FYpump,299,719,63,0.7119047619047619,12,,,,,,,,,
7dCTq2EhLWggEgCSVmdBdVCP9M1LhjrkfTz7yMXSho1d,299,719,61,0.7119047619047619,12,7,60,1.289127930656711,3.4859630261285037,3.4859630261285037,3.4859630261285037,1.0271442319133428,nan,3.4859630261285037
3e53B7z3kkWcp9NrpJsRC5e5U6sNwxbHXmAXBH5tpump,240,779,64,0.4452690166975881,13,33,900,nan,-0.12746428925014852,-0.17952313768098271,-0.16123678733856228,0.29498693420128314,0.48737089067705514,3.975625786379828
9VKCbbd7c3Y6MRAmvB9rzgAtuGjvFZSHTZPqa6FNpump,240,779,64,0.4452690166975881,13,8,900,nan,-0.08049268201018644,0.05750500780709156,-0.26629656164818616,1.139202992823475,0.10989072783642412,3.6851774263841355
CdB1d5hhSs4SfnLKaZA3db6g2d1mR9AgwL8wcF1Tpump,240,779,64,0.4452690166975881,13,109,900,nan,-0.09041043357473477,-0.11806632400584727,-0.21662076907935712,0.1518680524308523,0.7134044028096818,-0.16122226864877465
ZUXSHwzZrE1f9wy8rPyyZpiVbLNeyDRNiobvyfFpump,120,779,61,0.18209408194233687,13,10,900,nan,0.07071749929197901,1.3644620598815442,0.08485057170224164,0.8181210697091644,0.8198890931891887,2.3004615369336743
AgijpCyfkbj1Z9mDmmnrq9yZQVWLtxQoEK3rQHRapump,120,779,61,0.18209408194233687,13,63,60,0.013995964184757348,0.012099881408799806,-0.028057055877606096,-0.046824104007817,0.04917320528028273,0.198677408186411,-0.06058203533549045
Aq2idw7BeJX2WfNek6jGnp1z2s79CpFYZXo2zCF1pump,180,779,58,0.3005008347245409,13,6,900,nan,0.6529710664135888,1.1375937431013323,5.536353785047062,1.0484914205310047,0.9908375702800065,7.972082693955995
FcaEwSgoFtu2EAry7cKAfncBY42xgiuaSJYHwRcvpump,180,779,54,0.3005008347245409,13,,,,,,,,,
EkMuHB8UhMZxR2MtuwSzt3Ymk78uSJ7sUT8NnAx4ms4N,180,779,52,0.3005008347245409,13,120,60,0.29918817715361934,0.7060696315840089,0.4821391093486924,4.752020296029928,0.42993345523919896,0.3768748061755228,5.452674692288474
7pQYyWKPtxMCzdWDPZKJ7xTnCzFB25SPxp8cM4xJpump,180,779,57,0.3005008347245409,13,21,900,nan,0.15559580486601599,0.16606212290695987,0.06647070433564872,0.25813878329713563,0.44286155371747776,1.3355414330564792
3zyBhfJrMrXJrWG8n4LJdUnoASfgQrBZ2SjtzQeqpump,180,779,57,0.3005008347245409,13,90,60,-0.6461560937629494,-0.7640245559166692,-0.6460003022137439,-0.4158420792091574,3.2582935406508944,0.1700392020486211,0.395284302271639
H9CvE3o83EYooNhZuf1g3XTuro94bnnBauUP5hQopump,180,779,57,0.3005008347245409,13,,,,,,,,,
94jVx7XRH3MHbgNzdk3bdWZsArZeMwkBr9antDRFpump,180,779,63,0.3005008347245409,13,7,900,nan,0.08531129934622905,-0.03475612518978588,0.16822729931901792,0.1408356613098645,0.20779860567722513,0.19005726750542862
74q9g2GxfG2JgNBz2mdLFFETYPDXBsVYr2F3RHZbpump,180,779,63,0.3005008347245409,13,67,900,nan,-0.006970421653771819,-0.1296412142076092,-0.34322716857528845,0.24897059971931929,0.23119886698986172,0.11131340081347374
5ZUkxSP66eN9MjnfGQ82zV682x7H56ZYP6wpfyWmpump,180,779,63,0.3005008347245409,13,44,60,0.08979944140798235,0.3029997907790223,1.6675326492645324,4.952967901146767,0.7641788487495607,0.4991878052122577,4.952967901146767
336wdKkmBGH8SSjmEvW7NdGWWn33Jm8FqiYBcxuEpump,180,779,63,0.3005008347245409,13,,,,,,,,,
7rMnp9EJd61SvNn8LGc7SAJeQxM36oeECKmP2a7opump,180,779,63,0.3005008347245409,13,113,900,nan,0.13893935642123068,0.36000319218852717,1.1046674571336226,0.5772548180475152,0.6709217399104799,83.89127566729516
B7bVuZ9vVGmSstLNfU3heVxgsCLQuC5D46HgqaiSpump,240,779,63,0.4452690166975881,13,5,900,nan,-0.4300501858249771,-0.38085264986961664,0.44603008032263847,1.8827574734243162,0.27410491344094845,0.8238858531850286
HZtTK1uokNiXxjLi6wj38ATaik1L13Gc8jx42T2Bpump,240,779,63,0.4452690166975881,13,11,900,nan,-0.0703505392879008,0.01059740043013413,-0.06538316987826231,0.19208849331435815,0.5332628264454509,0.1052183621411007
BpXqkQdeiiSR5LLkZhgurK9wEFhCFQW4jabQETiDpump,240,779,64,0.4452690166975881,13,,,,,,,,,
CRkYt5r12pat431AaghadDCjrGB2vGQ1ekQziSjypump,240,779,64,0.4452690166975881,13,,,,,,,,,
5ohBqLgmccJstRhrFskitBYa7DtwQ13HZmFzH8Wepump,240,779,64,0.4452690166975881,13,120,900,nan,-0.34352149863050285,-0.1957820959853378,0.3307395848667116,0.9053510788504644,0.2537236603285531,0.2987796723658025
F1mLkfewYCoZgR8sGBmwLg7bzKtcKyyqJ7YYSrVjpump,300,780,61,0.625,13,13,60,-0.06867376852995821,0.3850761739551991,0.3850761739551991,0.3850761739551991,0.8694310063413232,nan,0.3850761739551991
77rUTY78vqn1MAaWMFW2dFQ9fHNr2WubS8e6P3nhpump,300,780,60,0.625,13,,,,,,,,,
GafyWkvYmsqd7MrsuvJJcMZXdaDRTS9z538ZhJspump,300,780,60,0.625,13,,,,,,,,,
HcNWQPmvtCSZSXPsbGDx6FSRfscnauKPTP2v7C6Jpump,240,780,58,0.4444444444444444,13,6,900,nan,-0.720326888916957,-0.8246591564543941,-0.7833518228779979,7.38368707343064,0.2848349090477496,-0.41885925954589565
6a4TCQoCFXXNK8jUtjCMPqvoaLGx1oNLrciBiRafpump,120,720,53,0.2,12,11,3600,nan,nan,nan,-0.03891925552605369,0.3955333528411055,0.7160937589229434,4.836554446822893
36GuKdF7Z3fVAMVeZQRUPBT2uJd4SuXvmLnmraD7pump,180,720,56,0.3333333333333333,12,120,60,0.0958150896090526,0.21093028548266957,0.420880901804932,1.2141812809844628,0.30333427582583433,0.2575655933110372,13.817689347224114
B7wGz1pcn3FR8EimxZf2yLWFKg9KSLumqrTX6MaYpump,180,720,56,0.3333333333333333,12,5,900,nan,-0.013448313949984914,0.24292220354871552,2.099811708323964,0.8062841149094186,0.2251299724036145,2.7990354481733752
