mint,disc_6h,disc_24h,surv_24h,disc_accel,regime_scans_24h,pre_bars,pre_res_s,r_5m,r_15m,r_30m,r_60m,range_30m,vol_accel,above_first
9ddBkYDHiqVvxecCG7RM6Tmen9fTeTPPquhLLwTopump,840,2640,384,0.4666666666666667,44,,,,,,,,,
AdYHGgcLYCQSpaSuJPWNJsMKE9RoFQFiBkxr5x88pump,840,2640,385,0.4666666666666667,44,25,60,-0.0933208379621645,0.0721351984514047,1.3174324311129104,1.3174324311129104,0.8869035107353709,0.7975575721560569,1.3174324311129104
215UoqLTUoW75bsck1biuUhMLQKTNBG4kRUPPA7tpump,840,2640,385,0.4666666666666667,44,28,60,-0.07558218631569036,-0.25763286128317875,-0.2339840496693668,-0.2339840496693668,1.0898331654517335,0.7105886003562266,-0.2339840496693668
HwUoczAW6sV7deh4hCPHcUBsgxtBA7oHBpyMBpGBpump,900,2640,384,0.5172413793103449,44,10,60,0.4348688071452693,0.8150115506652167,0.8150115506652167,0.8150115506652167,0.5285351210295727,nan,0.8150115506652167
GyrPx2REsimD1akdvUZgj8NHxCK7Fer8sbSSD1N2pump,900,2640,385,0.5172413793103449,44,21,60,-0.41137613355072833,0.9196229045765298,0.6893401609265712,0.6893401609265712,1.9316687157833894,1.7449351451691486,0.6893401609265712
BeDmy2E3dc72eTmdzUpHLqkDMJaEagy9kqEaEHjBpump,900,2640,385,0.5172413793103449,44,,,,,,,,,
2o5nokFpVgYkw2gXC7qMpxyTGV3WFPRUx7o2WDQfpump,900,2580,374,0.5357142857142857,43,24,60,-0.19451533611986338,-0.3135599571065951,0.8261381420181042,0.8261381420181042,1.350150574333727,1.3997444057049466,0.8261381420181042
AJvN8udbYbASjPr9CRXhL7o1XmctdFCbhXfo7XFepump,900,2580,374,0.5357142857142857,43,,,,,,,,,
3MaU6uQJWtv3S3d8M9VL6JHWRJE6JwSEXCxDV6wcpump,900,2640,379,0.5172413793103449,44,,,,,,,,,
FxkG9P5Pn6djkfcwn4LTpCGomuvjPFVnrkFVvHXfpump,900,2640,379,0.5172413793103449,44,32,60,0.11583320407472786,0.4376573264260255,1.0055398937121534,2.0419847597210454,0.832368248488765,0.8255089477083651,2.0419847597210454
8atwAU9zEKuwooVoXV2aM1aKEH8WfftNFBWGSvMDpump,900,2640,380,0.5172413793103449,44,8,60,2.155304005661031,7.000109886189911,7.000109886189911,7.000109886189911,0.9263603831702002,nan,7.000109886189911
12SFro5AeU3z4b3exEpLczbwcm49EvwU312j1JvB5ogi,900,2640,374,0.5172413793103449,44,120,900,nan,-0.043921941225385286,-0.07565396077468745,0.016080243820084217,0.1887735012664546,0.1345018868081853,0.5104207781434202
nWnDYs4dR57Cek8nsK1W8iWEqKiKZE1hW1CLvP3pump,900,2640,368,0.5172413793103449,44,35,900,nan,-0.024550496243937903,0.062270540930391194,0.03028871322796789,0.13139444468542452,0.2930100693106405,1.0348734713996262
4YTQ2bmCycn4vLiKWjWLe8swEFDWkxByJDE2uCWUpump,900,2640,368,0.5172413793103449,44,,,,,,,,,
BVeW1Yzs5QFzh86YX8MY8VGdXC8r4mbMkF9ygGCVpump,900,2640,365,0.5172413793103449,44,43,60,0.03446813605774235,0.37830769155878374,0.6283894699332142,0.5981067801903912,0.4830286606948764,0.4187319125279686,0.5981067801903912
2QFVUpLtMB8QVfteVQuWnxtc1mB1GV2Pa4R6D5gRpump,660,2700,366,0.3235294117647059,45,,,,,,,,,
3Zogtb9AgUrXyG9YW2dnmFfT1xYPFukxmxqqFfAHpump,600,2640,351,0.29411764705882354,44,57,60,-0.3121570337709695,-0.18706006026027955,-0.34768834733240117,0.10690913064317198,0.7700174838459002,0.07575439965645772,0.10690913064317198
GnWgtFHNbv3CEFm1LtDAWTx69UuLySs7J7S5VNAupump,600,2640,351,0.29411764705882354,44,56,60,-0.24758178887318583,0.032401837403126965,0.7643414442495209,2.053441384322324,0.8893521096932543,0.3097597726154454,2.053441384322324
9CjhM6w13YTqyVjHFnZ1TyCHCh4xaBTuEX1QFspdpump,480,2640,347,0.2222222222222222,44,68,60,-0.17021318847275824,-0.44441642443249485,-0.6254229801944198,-0.1359760035830846,2.995885872864872,0.06868100088645276,0.6172512192065742
DRWnf86Z2MjdMGLq7LFSF875iK9Ajo94RVtjK4owpump,480,2640,347,0.2222222222222222,44,,,,,,,,,
AALr9xpQDrE2cP5v31qLbx5xA9XEJnKMZVJiCugrpump,420,2640,344,0.1891891891891892,44,5,900,nan,-0.043473906040262134,-0.27961621697383165,0.20480943249800587,0.5617048567284219,0.14917281440036134,0.8975370930467221
66ZEoQSgY3g5KEijP8ZUucth9ZmrxwYg8ngzwgP6pump,420,2640,344,0.1891891891891892,44,,,,,,,,,
HLScXDXbyULoVe611BhcoYuYowHu4ycH1t4YBkVFpump,420,2640,344,0.1891891891891892,44,,,,,,,,,
2JquisPdmWgrLAVqPCboHfaJEWBbcFq3A7PJSvbxpump,360,2640,343,0.15789473684210525,44,,,,,,,,,
4ziCBFjaByxYmfaXoPgzBTYxLj9to6KpxnrSsGJepump,360,2640,343,0.15789473684210525,44,89,60,0.14458280026440828,0.22897811883563168,0.025220500313004157,0.9086883032339865,0.5738015707273045,0.23573505599397251,15.729807756696008
8kiFjBVtj2oDn8dDBRnTMJALvvMMCWtrUccBHufDpump,360,2640,343,0.15789473684210525,44,6,900,nan,0.6107584791184224,0.03719182858354775,0.8370950022448886,0.8990176989981588,0.34410258738861466,3.792727881059643
CHUUnzp36ZSJbUL6d2xZvu4bgNpuK4s3Q7ECgHZApump,360,2580,333,0.16216216216216217,43,12,60,-0.14201151663919587,0.0998124747739324,0.0998124747739324,0.0998124747739324,0.6033225635078748,nan,0.0998124747739324
HUPvAoT8ZPCwPY7om6n6Zp4YufunEhTLamLWzpv5pump,420,2580,335,0.19444444444444445,43,,,,,,,,,
DBvU4CDo5RpWU9htYbXXowrvNYD9nFgJbDVLLNYXpump,420,2580,335,0.19444444444444445,43,30,60,-0.03773771145669336,0.4613498198680217,2.090919670789114,2.090919670789114,1.0138051266315988,0.7078718965638067,2.090919670789114
8GigNuJwZNixuECrF22cssjHMaBr76nyZFXb3c46pump,420,2580,335,0.19444444444444445,43,29,60,0.3621537313921279,0.2502025858653949,3.2553212388157657,3.2553212388157657,1.1334998508826506,0.8355349663282883,3.2553212388157657
ARRAFe6ypmUGPWQVBiQQauzHiwft5cgWxrfuavompump,420,2580,335,0.19444444444444445,43,20,60,-0.3248558774417688,-0.09135069254312622,1.1755629381412667,1.1755629381412667,1.6575560319723321,3.52828928507763,1.1755629381412667
4qHAqsakh8oBgDpSHccmPHV4rPZDq1MgrQnsZ1QZpump,420,2580,335,0.19444444444444445,43,9,900,nan,-0.0634974864758101,-0.07406703085651967,-0.055757486080274865,0.2829638434378038,0.3924157184848902,-0.1517260908007756
4JGvYrTbLw8yUduczE551CxCVbNbES3r448fM64Ypump,420,2520,322,0.2,42,60,60,-0.03994443506479839,0.20687426571830247,0.30188210569736396,0.5187319889657436,0.9229439306372189,0.269660862471128,0.5187319889657436
77wvPgk8otNJNsXbCs7nERU8fxh4sgGeouzEVP5Zpump,420,2460,308,0.20588235294117646,41,,,,,,,,,
6ABMQVGdHCzrmTdj31eZFctPtrsXT7LJZ8YGRc1ypump,420,2460,307,0.20588235294117646,41,6,900,nan,0.02484065443673167,-0.12091808947743887,0.10889813320150221,0.7357732511729352,0.2867522915663202,0.3184092593518697
BXs1GwKmoXoSHqWoiyTrSoeUBpJKbjNXDpAtjPT2pump,420,2460,307,0.20588235294117646,41,120,60,-0.0425734567849424,-0.06433747784723365,-0.07340543597961235,0.033981619406200814,0.18483185041235184,0.24126864701926465,0.19106920545571815
9mLT5GfEoD7wSrwAoqAMK8y53cQKeBwFoUk8Y1Epump,420,2460,307,0.20588235294117646,41,62,60,-0.07850898010109131,-0.17424793689806695,-0.1795568598036068,-0.11064806073582756,0.48987006963575896,0.08971636403969338,-0.02190046119749056
CGmBrG4GRiMvFSGaEiB7cwEd9uDYiqrXzkoyR2Qa3KrC,420,2460,307,0.20588235294117646,41,,,,,,,,,
BwJ4jiFVWXiNwFnA9DJvWkyS1E65EFRNV1uETJ3Bpump,480,2460,304,0.24242424242424243,41,24,60,0.3074340818843193,0.2302775705202993,1.6050882570681329,1.6050882570681329,0.7824304600085492,1.130581198136592,1.6050882570681329
9HHTQ7YMx82E987cNqF9KczyZrfKgqvKNyA2yHSVpump,327,2127,237,0.18166666666666667,36,102,900,nan,-0.1502996063050447,-0.14019210232527235,-0.19721660465996782,0.2446962614942456,0.23034140569060946,1.8904129724514562
82oCCbBEjBhj7o5FRAHdB3ysVaTBmYTLiPUoYJ3fpump,296,2036,223,0.17011494252873563,35,22,60,-0.2538875652183431,0.2106548982877936,2.0986306291982353,2.0986306291982353,1.1199393770797996,1.336872211882814,2.0986306291982353
HBDkJT9kMc12usUrcZDpWyfr7kvTTEfvbeyofL1gpump,296,2036,223,0.17011494252873563,35,,,,,,,,,
GUt3ebbJm6SJCvpa8SfFzZe132a78qZDyc2yXAP1pump,296,1976,217,0.1761904761904762,34,19,900,nan,0.09428898185300882,0.021788001137946322,0.2699268693882122,0.17748397296509497,0.5386662051621568,7.8923710878754925
Gd8JxP9W2i9ccnC6psU7gVbVzE9DHHYwNgVtQ3tWpump,296,1976,217,0.1761904761904762,34,,,,,,,,,
8iwHSrQiWAdsB9w4eJX38Bp2gVistxpTtTkesADpump,296,1976,217,0.1761904761904762,34,69,60,0.19544738576887055,0.7169581355508308,0.0676626507032787,0.7981701041305655,0.7357367800540718,0.23432596915371542,4.78545106843612
9tuuE5PgGEkN2g9QoJfTrkuCGroDdPNwc7wRncF4pump,296,1976,214,0.1761904761904762,34,45,60,0.22887919222955033,0.5645932132918821,0.8646128223375344,2.8065901874852903,0.549527698730627,0.3334523522061142,2.8065901874852903
BB7aqj7WAwrZNUR3dLT5gLMVQg2pjUpN946MCXSJpump,296,1916,199,0.18271604938271604,33,27,60,-0.36565943721633065,-0.3468683596612633,0.7553263573428566,0.7553263573428566,1.2361378110247296,0.791747852144365,0.7553263573428566
AP8Wnu37Gf9RHgugPKGvpHe6LcTE2yp5GDy7pL5Upump,296,1916,199,0.18271604938271604,33,,,,,,,,,
7En4udXkF45E5kd2FSk4WKYSCYksdzUwMk7ocuAUpump,296,1916,199,0.18271604938271604,33,8,900,nan,-0.0401667029088697,-0.15394194129996475,1.063023082056,0.4655972879952477,0.2602379464284259,5.2131814316465075
6XPcEY6XbhjKmfnrvA3y6QQvNp4rYLV6v3Hm5b4Mpump,389,1856,186,0.26516700749829586,32,7,900,nan,0.21193171633706043,0.45404033412852307,1.1383994204687453,0.5466254704124013,0.18602515774646938,2.385565665575795
DFzboGhkFF9jPM4nPToBiLNWkukwoZBKQKu5iJnppump,389,1856,186,0.26516700749829586,32,36,900,nan,-0.17699087705074867,-0.11777592823199157,0.31248937746526173,0.2887821958588183,0.2394756211438763,0.11069293795159996
DUPeGi6stKK5zGgVQLc4V8GkZ9o11MucZ5CNXDoYpump,389,1856,186,0.26516700749829586,32,16,60,0.35841838242476376,1.0149792926505858,2.0016038960589944,2.0016038960589944,1.026212918837883,50.419036577902254,2.0016038960589944
5sXYkaLPcBW6SyY5SKvYzEBQY4YJQbHNUieSPLLQpump,389,1856,186,0.26516700749829586,32,65,60,0.0377745532981113,0.08332142388690311,-0.3211753654502191,-0.2786605057903464,0.7393916011038796,0.03915557059298222,-0.017064654714721517
8YVakcmrbeaZUJtpc1ifFjkUKNYLJvXXH6suuFSYpump,449,1856,184,0.3191186922530206,32,,,,,,,,,
CFbChHeejJBFDLVEx6Tcb9umSwVdA4L3xyenrhTapump,569,1796,186,0.46373268133659334,31,20,60,-0.5170279992359836,0.27653975020730437,0.41443118272949797,0.41443118272949797,1.8401374902704486,2.26624899022959,0.41443118272949797
3QwPmTFxDWTtkPGSdwqNGLHTG3xxffDE6ZyvSXo6pump,569,1796,186,0.46373268133659334,31,,,,,,,,,
F9RenTXkjT1RW26swmAB6mutkqwFLo1Fbc4W8pHGpump,615,1782,180,0.5269922879177378,31,5,900,nan,0.21665504172944527,0.23943540659242735,0.3177493685807109,0.3450650280402597,0.35314672696305566,1.7304295174384987
6b7KQsXqb6JR5Nmeer5zGRmo51dwDfttM5b5Nu2rpump,643,1719,173,0.5975836431226765,30,,,,,,,,,
24rX1SutpnUTcDpYLdE6Bg2aK16m2kWYrdyKTfuFpump,643,1719,164,0.5975836431226765,30,51,60,-0.21548088779095176,-0.39535267775171834,-0.2820964341663518,0.49136010627822824,1.7583620875804586,0.377801491688925,0.49136010627822824
5dkPngQmeqTUN57RqhxdA6xCaz7AKdzQoHLdk9xhpump,643,1719,164,0.5975836431226765,30,12,900,nan,-0.12274491916195251,-0.4625310902825248,-0.5152114917930071,1.275653072301645,0.09816672143975998,2.453653542175682
HM75x3BeEtSYfg5GfZWKHdMWPAKWbf8S8h7Gtfhjpump,703,1719,166,0.6919291338582677,30,36,60,-0.02081428080348824,-0.11035574967127715,-0.43331252695362654,-0.17593703491247414,1.167665439750569,0.2270311004219024,-0.17593703491247414
D3Efp1SCsbhokYbVeiJZVbNF3Z1Ar2woWhvRSDriKfun,583,1719,170,0.5132042253521126,30,38,60,0.07719040138742361,0.448441544168277,-0.21339485198933517,0.16056865622759098,1.349550614715352,0.15505336208786327,0.16056865622759098
4H8qamG1mat9w6ZuSjg6MAWHxT8MxXYvnEAHUXN9pump,583,1719,170,0.5132042253521126,30,8,60,1.3898624347272683,1.7971840594375075,1.7971840594375075,1.7971840594375075,1.0435841785544506,nan,1.7971840594375075
8RqKstbnjiiHmZKvMgUGdDrPdwoddYjtopcsAHjnpump,537,1719,174,0.4543147208121827,30,29,60,0.15179387127440402,0.2717765073385885,2.883045501614156,2.883045501614156,1.3039972955068309,1.0528818484773412,2.883045501614156
HsrJz1Crk8cNWiFu9eRMYvgnVu8zzti3Rz7rWRNkpump,537,1719,174,0.4543147208121827,30,7,900,nan,-0.19203286485332616,0.16956039060582673,-0.4322290942790661,0.7064048118909194,0.11420134845442077,-0.3926575611393639
52ZzDVDPk8S4T1rfKNWSvtDnzhLN8omMK1xLCBBWpump,537,1719,174,0.4543147208121827,30,,,,,,,,,
6hDfuLG675uDxQh33e4roc9xg5PSL2opJ8dzwmnWpump,480,1779,182,0.3695150115473441,31,,,,,,,,,
39fNg98hhpyiRTGD8Gf8y5MwFVgJJZEnDyTMKdDZpump,480,1779,188,0.3695150115473441,31,,,,,,,,,
DdSWN7sLXoJ3Bi4F6uW3SnBMYCp6FBE1WjVKjXLTpump,480,1779,188,0.3695150115473441,31,120,900,nan,0.004354106680185987,0.3459034486627335,0.45735687740340647,0.5211371988586448,0.6843839479606858,0.30973011377271686
D9qNfYpFtP9E3YpjBJDCD5PuWoD3445cC9K6PMX5pump,480,1779,195,0.3695150115473441,31,120,60,0.06686215345014412,-0.05218944400045489,-0.07028995009175654,0.14372068643343927,0.23339005697541124,0.16984006737060997,0.268972366817783
5xrGXVNZjdyuGerGcLuGqk5tg38BG3eK5kTcF8QGpump,480,1779,195,0.3695150115473441,31,,,,,,,,,
78YrJ8hacDMWgdUZHohunxGPVQ85fW1Jjft2ho8epump,480,1779,195,0.3695150115473441,31,,,,,,,,,
HtTYHz1Kf3rrQo6AqDLmss7gq5WrkWAaXn3tupUZbonk,480,1779,195,0.3695150115473441,31,120,900,nan,0.016240732255502932,0.18017531651407692,0.1920967704769283,0.2369734490178291,0.13793556136602408,0.41391065729987453
2vLZz5EGx7CjVRqxjvdm6138aVX2M3mqZjZGBjUFpump,420,1779,199,0.3090507726269316,31,6,900,nan,-0.40530975997740426,-0.6285230759689893,-0.5493167368849742,2.9000160816195755,0.2761632741789397,-0.46869379510153275
AqgtHrC5TwPcvTf9dmgQhWwUhmVbaGynop1LxvU9pump,480,1839,208,0.35320088300220753,32,21,60,0.5620462651993188,2.8403033805300186,5.173359940184333,5.173359940184333,0.9683131001490332,4.474163258209168,5.173359940184333
EZW4pq5vMqkk8v6x56XDsNqn665GoRg3z7dknq6opump,480,1839,216,0.35320088300220753,32,,,,,,,,,
8RRDLdszPMLq44BX2VjriuCQmaLeag2ueG6hPiFKpump,480,1839,216,0.35320088300220753,32,38,60,-0.3311808035289462,-0.17647574475999073,0.25565241058346744,0.6122898530137526,1.1895738037152748,0.6423293261078357,0.6122898530137526
De3uNV7rJpN5uJuchVUHmzEji88ov1jxUrHBpGTypump,480,1839,216,0.35320088300220753,32,50,60,-0.04631454265782897,-0.09695808368524395,0.4801731399987359,0.033962708497552896,0.8586349267918298,0.18007801276809104,0.033962708497552896
AJQ9BpSYugBQ8C7gWYssjES6r69T5eAnu3MFqewqpump,480,1839,222,0.35320088300220753,32,79,60,-0.09437623300061426,-0.43246529716702375,-0.22765460847403607,0.18716454529214777,1.4402159453740886,0.6161349378573789,0.7396768910721858
7xpKxK2ktFXtPLQBAPcaLp71a5CU1UdvyfgQ3dWJpump,480,1839,222,0.35320088300220753,32,,,,,,,,,
4kdU5fKaRb3ZDP84vAm2N8PY2Bq3PBtT5NkgzfAnpump,540,1839,227,0.41570438799076215,32,36,60,-0.1281575485907992,0.35167362259975565,1.1007932853744737,2.174868238182883,0.8017441438681172,0.49536831471570225,2.174868238182883
6DBZZt8i1sHU4XggrSNUjGZDwJa7SF61DEMYLN9Rpump,540,1839,227,0.41570438799076215,32,,,,,,,,,
Gb7Mmi5F3VmjGtvdw1mgcXoGBPp2DrbgqWSo6d4tDD1g,540,1839,227,0.41570438799076215,32,,,,,,,,,
AVKQT851Cn3i1K5wDQsBfomYkiqdciqPE2bhZ5Egpump,540,1839,223,0.41570438799076215,32,28,60,0.16464364948876575,-0.1715010336104663,0.15370919741290545,0.15370919741290545,0.9663823546751941,0.5510028754313367,0.15370919741290545
31TBAGQ4cydajbZYCqvuyA9SqmKV7zvtdmohkLAJpump,540,1839,223,0.41570438799076215,32,18,60,0.23971671715156173,-0.07370144584680027,-0.0480085425207627,-0.0480085425207627,0.706511328390326,5.230323934896854,-0.0480085425207627
GCr352ouzNZkNQd3KZqs6jFuQb8LiYnWsEJSUpSfpump,540,1839,223,0.41570438799076215,32,,,,,,,,,
3RXfvoL5tDYRQfZZ9rweeHwCpv5kbdZ4BWrqxWLzpump,540,1872,232,0.40540540540540543,32,,,,,,,,,
8dphQxaQpvt7qbjRZrBkriYNN3MBZRTikZ7S17XSpump,540,1872,232,0.40540540540540543,32,120,60,0.001995047102706149,0.04139342553663505,0.176252378468011,0.18496865447824495,0.24005547307799827,0.1482073887695406,0.3022076555715756
E1KQmMoyRKt69pYva2ejSQ1FB7P1czCvmZgRiypVpump,540,1992,244,0.371900826446281,34,,,,,,,,,
BTKfTUMRYsS5W5RXfbtMcgJf9fqoz1rhRcJtESyPpump,540,1992,244,0.371900826446281,34,,,,,,,,,
FLF1qFm5Y6DMKZngUF78ohLmPfFVfLFtTHryHmPpump,540,1992,244,0.371900826446281,34,56,60,0.25419300433275915,0.48516525565904667,1.027519809474577,5.464497848092643,0.7290591979998923,0.24824750655462824,5.464497848092643
6FPpLK4EzKe1sjC5oyZXfBcVhNbjjJE9pxunpWCTpump,480,1992,245,0.31746031746031744,34,,,,,,,,,
DzCzXJAR1suw7f9By4DTfc1d94wfHAFfV7ouDFa9pump,480,1992,245,0.31746031746031744,34,48,60,-0.12149657259885815,-0.021694357113213547,0.1819015726610982,-0.033070640410272745,0.45583496272332497,0.21983752016295352,-0.033070640410272745
9orRZbVL3zontHSVC92p9LSUTdCFbYtqCdSDdKPpump,480,2023,246,0.31108230719377833,34,9,900,nan,-0.12731828176160398,-0.31602960189348006,0.2594718166216343,0.9009036864916118,0.23204151208893994,1.7976610745709451
FojFAR8uj6zn3327KD9WfFBVTbjvCwsVR5D3dyvSpump,480,2023,246,0.31108230719377833,34,108,60,-0.1115089875030536,-0.29597451705580957,-0.4590596488206159,-0.18347509355647462,1.0467545601661628,0.3021952620296162,0.869865652591213
6ESmK8y4rugurH1ZQWyEBCTYjfjatnALi1iNcY7rpump,480,2023,246,0.31108230719377833,34,8,900,nan,0.032742817092738186,-0.23858527194164014,0.409869202919928,0.6782592405656682,0.3015805281313644,11.761531641450262
GDstqxcHxtSj4FWip88DXGASwjwxnDNynLbNFHYppump,480,2023,251,0.31108230719377833,34,22,60,-0.1283230896561398,0.41084984576829275,0.1343593383178041,0.1343593383178041,0.9118109736071733,0.6884513978398525,0.1343593383178041
4kKgb1AyKo3xpbspPk6PkRxaaUtiYw3FLPbSpbZxpump,480,2023,251,0.31108230719377833,34,,,,,,,,,
3CCFFVtM1gS4ZU9Go146iDYut6VuNLG4NDgQWh3Rpump,480,2023,252,0.31108230719377833,34,14,60,0.35368103584126187,1.4160768270594297,1.4160768270594297,1.4160768270594297,0.9257911847729037,nan,1.4160768270594297
7nLukVng5teXze14rum9v57juXLjUp7JJnCveko1pump,480,2023,260,0.31108230719377833,34,120,900,nan,-0.07894599294170879,0.3698352008702921,50.55915579871764,0.7254870883216198,0.15262989169334457,29.534630082813013
GShWswpuW27nadAacS1mMEhxvrYe9Db2QpfK7Hwrpump,540,2083,270,0.34996759559300067,35,32,60,0.11881923351985191,0.16686042926058864,0.5301929864647592,0.524880727452882,0.8055758277480217,0.7988471237632238,0.524880727452882
FBCStPyNtdW5gnEmsmdFY1whJ7jxEuPggN6un416oJ77,540,2083,270,0.34996759559300067,35,14,60,0.0009984896799957177,15.943585224012526,15.943585224012526,15.943585224012526,0.9508381845286551,nan,15.943585224012526
USCSiKDUVap6hj33JvRDYq6bEmiBwVm3BvE6o5fNgRf,540,2083,270,0.34996759559300067,35,16,60,0.0004508908832447922,15.98598110415126,15.98598110415126,15.98598110415126,0.957913327827981,0.2327465843948615,15.98598110415126
772iJKecjhdRHX9LXkgzXipnofsYxmDcMJKWS7c9pump,540,2023,263,0.3641267700606878,34,,,,,,,,,
4mxp6WN2uAtDBd8BHNPSTYUEy6mD7R3gejzayWGBpump,540,2023,263,0.3641267700606878,34,,,,,,,,,
EiRnsSVCo6bfY91q4e48KDgHVhnh82qY9i1qwwo7pump,540,2083,273,0.34996759559300067,35,6,60,0.3900819971650047,0.6177815439285923,0.6177815439285923,0.6177815439285923,0.7512528640477626,nan,0.6177815439285923
ANsvYRPb1ePR9jhdMLZe35E59NMJg4qfieNU3p4vpump,600,2083,274,0.4045853000674309,35,36,60,0.09812390399042181,0.1361479354753694,0.06443784995811197,-0.09108967644329624,0.4216189659171331,0.30589341104736184,-0.09108967644329624
7aZuFpStG2CQRAr4RbWYGeCf21PLsLL15QjRpYN8pump,600,2083,274,0.4045853000674309,35,15,60,0.03111906813159715,-0.24099027071288837,-0.24099027071288837,-0.24099027071288837,0.9735048928780933,nan,-0.24099027071288837
HhSDQs8y8vQivndqj4e46LqQGasDVNmt9jaSvia9pump,660,2097,280,0.4592901878914405,35,38,60,-0.23919162708274566,0.06326269168830434,0.9447707323116441,0.4641411144504137,1.108708013744719,0.31795029802098207,0.4641411144504137
5RhPVzDsj4K6WMyYJ71yEXAGfhuT25bbSesfKNFEpump,660,2097,280,0.4592901878914405,35,,,,,,,,,
7h3jTPnEF7QT36YZ68eBRS1pg5pqBfj9XmFFbNfqpump,660,2097,282,0.4592901878914405,35,,,,,,,,,
EDxJPcUVHM85Nxq6bbaQ3J2udRbTG5N4DbwKwoUTpump,720,2040,281,0.5454545454545454,34,,,,,,,,,
2sLKA6PzFVjeTUaiKBCkDbDiS8MuoZAeXxZMgs9Apump,720,2040,290,0.5454545454545454,34,,,,,,,,,
4kqEkiDmkkyQWayzQB5B3dUP6whgAL3becLH5jexpump,720,2040,290,0.5454545454545454,34,6,900,nan,-0.32275105960180284,0.9399685026150255,2.3868431266596004,1.3682038453019203,0.24423257218557792,13.067362693631921
GAYMGsgvudP3cUCVE1HZMnuXiFthcGkecpVoj44hpump,720,2040,290,0.5454545454545454,34,33,60,-0.23745754344069725,-0.3504840238979767,0.26448618877179797,0.40069959404926125,1.5877924350196888,1.2434234263288324,0.40069959404926125
8wpWpXtXgiGqRYERWa4Ns3Ydu8mzu2u18sqqHsJCpump,720,2040,290,0.5454545454545454,34,,,,,,,,,
3vewHEY3p6GA6BtaEUUtPmm89DUGbsRbw3XTyGK9jNRb,720,2040,291,0.5454545454545454,34,7,900,nan,-0.005331392280375047,-0.009230751001003568,-0.014057875493119654,0.01164074505083709,0.24694405200712696,3638.0402664378253
CSZnMhi3MLu5Z2W3unxgMjZM4usKC7eNspXiZfgQpump,480,2040,288,0.3076923076923077,34,93,60,0.3729597645478695,0.4324911923668875,0.3162805662522965,0.4564764552427758,0.619023966902317,0.47077135578219226,3.8079444761839163
V6MaeengXCRYCdBHSFV9odNrwj1jim8UU1FGZ1upump,480,2040,288,0.3076923076923077,34,,,,,,,,,
2WbTSrJHr1hNCtmYBjuSetZNdsZWZ2eZTuK9GjNPpump,480,2040,288,0.3076923076923077,34,,,,,,,,,
ECLDS9hrEws6pGLpW8JhYJMpHvawaxJG71ae8oE6pump,480,2040,288,0.3076923076923077,34,65,60,-0.04709534734966925,-0.06828853142277513,-0.04802426006247329,-0.14090046658499256,0.11256736177452659,0.2853069201272044,-0.16403995371059077
57L636DoJzp23Jzb3iLzhYj1FcF2LEK63s6tFg9Wpump,480,2040,288,0.3076923076923077,34,,,,,,,,,
wraeuVRXjp5YibVC7zRY6xMjz35GrZnQttqSJAgpump,480,2040,287,0.3076923076923077,34,,,,,,,,,
DUsxzGppjqvSeYkvNVYW1SGxkxnaAt43FNxuQRLfpump,480,2040,287,0.3076923076923077,34,26,60,0.0011832856207847353,0.07698623840344654,0.25735572261095596,0.25735572261095596,1.195397696313086,0.7953036069584407,0.25735572261095596
2FZjoWKuAZB2gyTwUSSGiDN1GVtydZ2T2smkCReJpump,480,2040,287,0.3076923076923077,34,76,60,-0.14962182323683504,-0.3748722637206763,-0.46449385798868525,0.28493329032397874,1.0884295685197054,0.10863877147574079,0.3854393092082653
DPxk9o57vZPpSBHrTF1DaTWMV6vziQq3zN36EY8kpump,420,2040,289,0.25925925925925924,34,50,60,-0.1819820168145072,-0.18975638942757866,-0.24031397005685728,0.6246524395169641,0.8486337776618762,0.2198774081722639,0.6246524395169641
8GB6MhYXzu2VEVMxbUq6REAmHowmYXwdoUUdSrSKpump,420,2040,289,0.25925925925925924,34,34,60,-0.06885668235111164,0.2252381303294151,0.5814601181453174,2.649399886065244,1.3098987556435666,0.7218350419400444,2.649399886065244
3YVwvY2ysuAe9B7bJbcuBFGy7tJnZNUdwk9pA18ipump,420,2040,289,0.25925925925925924,34,32,60,0.14040606665370037,1.8109534628871704,1.5391123285993555,3.816528746282426,0.8728321825944712,0.614641225118123,3.816528746282426
AEeYTijohQT1XejCCLs3Ms3eoVgzRZ2fVZZyCzxepump,420,2040,289,0.25925925925925924,34,,,,,,,,,
34AnX3vhKG8GfuzbeWKA3BYF8avq2uki9ngYuTrmpump,360,1980,274,0.2222222222222222,33,21,60,-0.5349189750887706,-0.39778474712403755,-0.0688457699624736,-0.0688457699624736,2.604845173541047,4.328743578385877,-0.0688457699624736
EumP1q4oc1DVcZAJ4mRBeXpbTRtvkyr8xRrLL4qApump,420,1980,269,0.2692307692307692,33,7,900,nan,-0.37058498829021636,-0.09108725913118354,0.17166973942165642,1.556020147074722,0.42154365229302543,1.4895918716119083
6hekwc4iXJTMZzzz8Zws9CkDeKey7xhqYYL6W1n7pump,420,1980,269,0.2692307692307692,33,47,60,-0.2609488085428493,-0.3194475868423754,-0.08607453059366055,1.433885457688953,1.1337268280411594,0.2744346434962347,1.433885457688953
